Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,nsethgrp,Asian/Asian British,62.46800931,3.328289259,359
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,nsethgrp,Black/African/Caribbean/Black British,64.48055624,4.594065491,201
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,nsethgrp,Mixed/multiple ethnic groups,61.4411269,7.287109121,62
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,nsethgrp,Other ethnic group,62.18370278,8.052104851,58
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,nsethgrp,White,57.96141576,1.351855439,2201
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Constrained city dwellers,59.2081092,5.000559885,267
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Cosmopolitans,48.02436649,5.941277666,117
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Ethnicity central,61.33525828,4.006308307,234
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Hard-pressed living,58.70673521,2.471566932,664
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Multicultural metropolitans,63.12836444,2.732759364,548
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Rural residents,67.02969904,4.289442136,196
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Suburbanites,60.64516756,2.883821769,354
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,oa_sup11,Urbanites,53.13914881,2.548620981,508
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,pub3,Less than once a week,58.75878282,2.168657037,862
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,pub3,None,59.21173377,1.521875193,1790
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,pub3,Once a week or more often,60.05751703,3.995984582,233
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,r10sec4a,Full-time students,76.94774468,7.480593022,47
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,r10sec4a,Intermediate occs,57.78822449,2.426856125,610
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,r10sec4a,Managerial and professional occs,57.89919179,1.76459073,1231
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,r10sec4a,Never worked and long term unemployed,61.51534584,4.618891078,180
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,r10sec4a,Not classified,42.17413611,7.807259281,83
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,r10sec4a,Routine and manual occs,62.64716402,2.332416139,737
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Economically inactive,59.50772686,2.651730231,556
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Economically inactive: long-term/temp sick/ill,55.14591099,4.985791883,156
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Economically inactive: looking after family/home,58.62052201,3.529580489,312
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Economically inactive: other,60.02202555,8.481562339,51
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Economically inactive: retired,[x],[x],[x]
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Economically inactive: student,82.53989262,6.894974527,32
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Employed,59.1667896,1.318566071,2265
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,remploy2a,Unemployed,54.81855926,7.493451974,61
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,rural3,Rural,62.9140487,3.102796333,403
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,rural3,Urban,58.42837643,1.307055946,2485
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,sex,Female,59.12645064,1.207792607,2888
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,struct4,Children,61.15709809,1.544123177,1497
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,struct4,Lone parent,54.23693437,2.569359735,508
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,struct4,No children,56.39526689,2.141061098,883
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tenharm,Owners,58.51438065,1.560090978,1502
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tenharm,Private rented sector,62.47382407,2.300352863,750
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tenharm,Renters,60.24827618,1.747749229,1352
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tenharm,Social rented sector,56.94546576,2.726058069,602
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,Total,Total,59.12645064,1.207792607,2888
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,"10,400 -20,799",56.45989981,3.50259347,378
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,"20,800 -31,199",65.54649903,2.96221444,436
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,"31,200-41,599",64.21440163,3.220384039,317
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,"41,600 -51,999",57.18410206,3.502117167,334
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,"52,000 or more",58.18665824,2.025790967,809
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,No income stated or not enough information provided,55.35461375,11.49398796,27
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,tothhin4,"Up to 10,399",66.01601918,5.955930037,108
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,weekday2,3-7 hours,59.25019675,2.057931714,922
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,weekday2,7 plus hrs,58.84488014,1.893348608,1036
2024,4,patt5,Person,Perception,England and Wales, ,Female,35-44,weekday2,Less than 3 hrs,59.07439994,2.131737413,918
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,accharm3,Detached house,62.41291741,2.676123581,467
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,accharm3,Flats/maisonettes,58.22967447,3.493694335,322
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,accharm3,House,57.53093581,1.376920565,2060
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,accharm3,Other accommodation,[x],[x],[x]
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,accharm3,Semi-detached house,54.98592365,2.326239246,745
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,accharm3,Terraced house,56.59380875,2.251676274,848
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,agegrp7,45-54,57.66992161,1.301261024,2389
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,clubno,1-3 times,45.43599029,8.253574068,65
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,clubno,4+ times,[x],[x],[x]
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,clubno,None,58.01278606,1.309909621,2320
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,depremp19,20% least deprived,58.41910587,3.121106569,369
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,depremp19,20% most deprived,58.25558481,2.813957057,587
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,depremp19,Deciles 3 - 8,57.39721221,1.754280103,1254
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,educatlvl,Apprenticeship or A/AS level,61.92645255,3.713672847,269
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,educatlvl,Degree or diploma,58.13228296,1.681865963,1349
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,educatlvl,None,52.27941865,4.28482373,244
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,educatlvl,O level/GCSE,57.22025062,3.265523014,396
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,educatlvl,Other,55.54076205,6.43815358,108
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,East Midlands,53.89231843,3.894270477,235
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,East of England,59.16417303,3.395075077,247
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,England,57.7762836,1.3589557,2210
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,London,55.31503585,3.590606076,342
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,North East,56.14871212,6.97137652,123
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,North West,61.27342144,3.714756446,294
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,South East,55.13391427,3.611601311,298
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,South West,62.79951268,4.545438967,210
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,Wales,56.06360998,4.222745819,179
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,West Midlands,56.85414395,4.403637431,219
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,gor,Yorkshire and The Humber,60.27891047,3.792212076,242
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,illONS,Disability/illness ONS,54.8546796,2.847057256,536
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,incivgrp,High,55.27051852,5.1380756,155
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,incivgrp,Low,57.91566145,1.3438112,2230
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Cohabiting,53.58637278,4.26199665,200
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Divorced/Legally dissolved partnership,57.66537828,3.898037051,275
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Living as a couple,58.92356446,1.632444955,1346
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Married/civil partnered,59.80268978,1.756111206,1146
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Not living as a couple,54.90408665,1.988954238,1010
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Separated,66.40769705,5.710769439,103
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Single,50.21147048,2.653041256,589
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,livharm1a,Widowed,67.29557632,8.737070417,43
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,nsethgrp,Asian/Asian British,62.66117057,3.890348944,226
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,nsethgrp,Black/African/Caribbean/Black British,62.2035186,5.318141211,147
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,nsethgrp,Mixed/multiple ethnic groups,47.14346998,9.983978021,43
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,nsethgrp,Other ethnic group,58.68882069,9.587875121,40
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,nsethgrp,White,57.03102112,1.438764589,1925
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Constrained city dwellers,52.16380665,4.991251814,199
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Cosmopolitans,54.70463715,6.571355511,83
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Ethnicity central,56.24748917,4.903728049,167
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Hard-pressed living,57.83697384,2.929450412,510
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Multicultural metropolitans,61.27086169,3.380585928,355
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Rural residents,62.46892811,3.62523394,255
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Suburbanites,59.01613181,2.881041161,388
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,oa_sup11,Urbanites,53.44494003,3.025983398,432
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,pub3,Less than once a week,56.50150099,2.223880244,799
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,pub3,None,58.07567855,1.720879322,1314
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,pub3,Once a week or more often,59.24481464,3.853767015,275
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,r10sec4a,Full-time students,34.16543174,9.824302809,31
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,r10sec4a,Intermediate occs,61.61819682,2.52222325,572
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,r10sec4a,Managerial and professional occs,56.52948056,2.01823671,984
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,r10sec4a,Never worked and long term unemployed,55.17772148,6.630273163,95
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,r10sec4a,Not classified,46.51420694,8.981430191,45
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,r10sec4a,Routine and manual occs,57.9015471,2.440784242,662
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Economically inactive,57.1859704,3.008029974,467
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Economically inactive: long-term/temp sick/ill,56.79539535,4.461642361,225
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Economically inactive: looking after family/home,63.30151222,4.723446775,149
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Economically inactive: other,58.01394801,8.873341003,53
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Economically inactive: retired,38.71966131,10.77752026,26
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Economically inactive: student,24.95507836,12.72103733,14
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Employed,57.86633426,1.453104835,1886
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,remploy2a,Unemployed,55.23650734,12.88818996,25
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,rural3,Rural,59.41212641,2.841255205,410
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,rural3,Urban,57.26666969,1.460857292,1979
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,sex,Female,57.66992161,1.301261024,2389
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,struct4,Children,62.2274593,2.229067035,632
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,struct4,Lone parent,58.96056753,3.966603122,211
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,struct4,No children,55.3940055,1.701260773,1546
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tenharm,Owners,57.98022507,1.570347837,1488
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tenharm,Private rented sector,57.41899502,3.239470095,401
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tenharm,Renters,56.86247057,2.209460548,882
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tenharm,Social rented sector,56.38851746,3.04933403,481
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,Total,Total,57.66992161,1.301261024,2389
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,"10,400 -20,799",53.31665179,4.054075436,274
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,"20,800 -31,199",60.94240284,3.341283639,331
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,"31,200-41,599",58.40335736,4.048295963,258
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,"41,600 -51,999",63.33566046,3.797807914,249
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,"52,000 or more",54.1632464,2.274828093,718
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,No income stated or not enough information provided,42.26423933,12.12049744,24
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,tothhin4,"Up to 10,399",51.42544125,6.46839982,100
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,weekday2,3-7 hours,57.53613097,2.365027459,713
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,weekday2,7 plus hrs,57.52535149,2.0867689,925
2024,4,patt5,Person,Perception,England and Wales, ,Female,45-54,weekday2,Less than 3 hrs,58.12167884,2.218712389,743
2024,4,patt5,Person,Perception,England and Wales, ,Female,55-64,accharm3,Detached house,57.492086,2.309158657,690
2024,4,patt5,Person,Perception,England and Wales, ,Female,55-64,accharm3,Flats/maisonettes,57.99914193,3.401092225,338
